"","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","Property_Area","Loan_Status","Total_Income","Income_to_Loan"
"248","Male","TRUE","0","TRUE","FALSE",2083,3150,128,360,1,"Semiurban","TRUE",5233,40.8828125
"249","Male","TRUE","1","FALSE","FALSE",1958,2436,131,360,1,"Rural","TRUE",4394,33.5419847328244
"250","Male","FALSE","2","TRUE","FALSE",3547,0,80,360,0,"Rural","FALSE",3547,44.3375
"251","Male","FALSE","0","TRUE","FALSE",2435,0,75,360,1,"Urban","FALSE",2435,32.4666666666667
"252","Male","FALSE","0","FALSE","FALSE",3691,0,110,360,1,"Rural","TRUE",3691,33.5545454545455
"253","Male","TRUE","0","TRUE","FALSE",3597,2157,119,360,0,"Rural","FALSE",5754,48.3529411764706
"254","Female","TRUE","1","TRUE","FALSE",3326,913,105,84,1,"Semiurban","TRUE",4239,40.3714285714286
"255","Male","TRUE","0","FALSE","FALSE",2600,1700,107,360,1,"Rural","TRUE",4300,40.1869158878505
"256","Male","TRUE","1","TRUE","TRUE",2895,0,95,360,1,"Semiurban","TRUE",2895,30.4736842105263
"257","Female","FALSE","0","TRUE","FALSE",645,3683,113,480,1,"Rural","TRUE",4328,38.3008849557522
"258","Female","FALSE","0","TRUE","FALSE",3159,0,100,360,1,"Semiurban","TRUE",3159,31.59
"259","Male","TRUE","0","FALSE","FALSE",3814,1483,124,300,1,"Semiurban","TRUE",5297,42.7177419354839
"260","Male","FALSE","0","FALSE","FALSE",3598,1287,100,360,1,"Rural","FALSE",4885,48.85
"261","Male","TRUE","2","TRUE","FALSE",3283,2035,148,360,1,"Urban","TRUE",5318,35.9324324324324
"262","Male","TRUE","0","TRUE","FALSE",2130,6666,70,180,1,"Semiurban","FALSE",8796,125.657142857143
"263","Male","TRUE","3+","TRUE","FALSE",3466,3428,150,360,1,"Rural","TRUE",6894,45.96
"264","Female","TRUE","2","TRUE","FALSE",2031,1632,113,480,1,"Semiurban","TRUE",3663,32.4159292035398
"265","Female","FALSE","0","FALSE","FALSE",3400,0,95,360,1,"Rural","FALSE",3400,35.7894736842105
"266","Male","TRUE","2","FALSE","FALSE",2192,1742,45,360,1,"Semiurban","TRUE",3934,87.4222222222222
"267","Male","FALSE","0","TRUE","FALSE",2500,0,55,360,1,"Semiurban","TRUE",2500,45.4545454545455
"268","Male","TRUE","3+","TRUE","TRUE",5677,1424,100,360,1,"Rural","TRUE",7101,71.01
"269","Male","TRUE","0","TRUE","FALSE",3775,0,110,360,1,"Semiurban","TRUE",3775,34.3181818181818
"270","Male","FALSE","1","FALSE","FALSE",2679,1302,94,360,1,"Semiurban","TRUE",3981,42.3510638297872
"271","Male","FALSE","0","FALSE","FALSE",6783,0,130,360,1,"Semiurban","TRUE",6783,52.1769230769231
"272","Male","TRUE","3+","TRUE","FALSE",4281,0,100,360,1,"Urban","TRUE",4281,42.81
"273","Male","FALSE","2","TRUE","FALSE",3588,0,110,360,0,"Rural","FALSE",3588,32.6181818181818
"274","Male","FALSE","2","TRUE","FALSE",3617,0,107,360,1,"Semiurban","TRUE",3617,33.803738317757
"275","Male","TRUE","0","FALSE","FALSE",2917,536,66,360,1,"Rural","FALSE",3453,52.3181818181818
"276","Female","TRUE","1","TRUE","FALSE",4608,2845,140,180,1,"Semiurban","TRUE",7453,53.2357142857143
"277","Female","FALSE","0","TRUE","FALSE",2138,0,99,360,0,"Semiurban","FALSE",2138,21.5959595959596
"278","Male","TRUE","1","FALSE","FALSE",2239,2524,128,360,1,"Urban","TRUE",4763,37.2109375
"279","Male","FALSE","0","FALSE","FALSE",3358,0,80,36,1,"Semiurban","FALSE",3358,41.975
"280","Male","FALSE","0","TRUE","FALSE",2526,1783,145,360,1,"Rural","TRUE",4309,29.7172413793103
"281","Female","FALSE","0","TRUE","FALSE",5000,0,103,360,0,"Semiurban","FALSE",5000,48.5436893203884
"282","Male","TRUE","0","TRUE","FALSE",2785,2016,110,360,1,"Rural","TRUE",4801,43.6454545454545
"283","Male","TRUE","0","TRUE","FALSE",3593,4266,132,180,0,"Rural","FALSE",7859,59.5378787878788
"284","Male","TRUE","1","TRUE","FALSE",5468,1032,26,360,1,"Semiurban","TRUE",6500,250
"285","Male","TRUE","2","FALSE","FALSE",3675,242,108,360,1,"Semiurban","TRUE",3917,36.2685185185185
"286","Male","FALSE","0","FALSE","TRUE",5800,0,132,360,1,"Semiurban","TRUE",5800,43.9393939393939
"287","Male","FALSE","0","TRUE","FALSE",3333,0,70,360,1,"Urban","TRUE",3333,47.6142857142857
"288","Male","TRUE","3+","TRUE","FALSE",3400,2500,123,360,0,"Rural","FALSE",5900,47.9674796747967
"289","Female","FALSE","0","TRUE","FALSE",2378,0,9,360,1,"Urban","FALSE",2378,264.222222222222
"290","Male","TRUE","0","TRUE","FALSE",3166,2064,104,360,0,"Urban","FALSE",5230,50.2884615384615
"291","Male","TRUE","3+","TRUE","FALSE",6406,0,150,360,1,"Semiurban","FALSE",6406,42.7066666666667
"292","Male","TRUE","2","TRUE","FALSE",3159,461,108,84,1,"Urban","TRUE",3620,33.5185185185185
"293","Male","FALSE","0","TRUE","FALSE",3229,2739,110,360,1,"Urban","TRUE",5968,54.2545454545455
"294","Male","TRUE","1","TRUE","FALSE",1782,2232,107,360,1,"Rural","TRUE",4014,37.5140186915888
"295","Male","FALSE","0","TRUE","FALSE",1836,33837,90,360,1,"Urban","FALSE",35673,396.366666666667
"296","Female","TRUE","0","TRUE","FALSE",3166,0,36,360,1,"Semiurban","TRUE",3166,87.9444444444444
"297","Male","TRUE","1","TRUE","FALSE",2787,1917,146,360,0,"Rural","FALSE",4704,32.2191780821918
"298","Male","TRUE","0","TRUE","FALSE",2297,1522,104,360,1,"Urban","TRUE",3819,36.7211538461538
"299","Female","FALSE","0","FALSE","FALSE",2165,0,70,360,1,"Semiurban","TRUE",2165,30.9285714285714
"300","Male","TRUE","2","TRUE","TRUE",2726,0,106,360,0,"Semiurban","FALSE",2726,25.7169811320755
"301","Male","TRUE","0","TRUE","FALSE",3000,3416,56,180,1,"Semiurban","TRUE",6416,114.571428571429
"302","Male","TRUE","0","TRUE","FALSE",3859,3300,142,180,1,"Rural","TRUE",7159,50.4154929577465
"303","Male","FALSE","0","FALSE","FALSE",3833,0,110,360,1,"Rural","TRUE",3833,34.8454545454545
"304","Male","TRUE","3+","TRUE","FALSE",5703,0,128,360,1,"Urban","TRUE",5703,44.5546875
"305","Male","TRUE","0","TRUE","FALSE",3232,1950,108,360,1,"Rural","TRUE",5182,47.9814814814815
"306","Female","FALSE","0","TRUE","FALSE",2900,0,71,360,1,"Rural","TRUE",2900,40.8450704225352
"307","Male","TRUE","3+","TRUE","FALSE",4106,0,40,180,1,"Rural","TRUE",4106,102.65
"308","Female","FALSE","0","TRUE","TRUE",4583,0,133,360,0,"Semiurban","FALSE",4583,34.4586466165414
